paper_ID,Include_Exclude,year,pubmed_id,url
764,Exclude: Outcome,2015,26033708,https://pubmed.ncbi.nlm.nih.gov/26033708/
765,Exclude: Intervention,2015,26028518,https://pubmed.ncbi.nlm.nih.gov/26028518/
768,Exclude: Outcome,2015,26024831,https://pubmed.ncbi.nlm.nih.gov/26024831/
770,Exclude: Outcome,2015,26010884,https://pubmed.ncbi.nlm.nih.gov/26010884/
774,Exclude: Study design,2015,25952317,https://pubmed.ncbi.nlm.nih.gov/25952317/
779,Exclude: Outcome,2015,25925891,https://pubmed.ncbi.nlm.nih.gov/25925891/
783,Exclude: Outcome,2015,25899986,https://pubmed.ncbi.nlm.nih.gov/25899986/
797,Exclude: Outcome,2015,25847934,https://pubmed.ncbi.nlm.nih.gov/25847934/
798,Exclude: Intervention,2015,25843292,https://pubmed.ncbi.nlm.nih.gov/25843292/
802,Exclude: Intervention,2015,25794457,https://pubmed.ncbi.nlm.nih.gov/25794457/
813,Exclude: Study design,2015,25747197,https://pubmed.ncbi.nlm.nih.gov/25747197/
817,Exclude: Outcome,2014,25721356,https://pubmed.ncbi.nlm.nih.gov/25721356/
819,Exclude: Outcome,2015,25698450,https://pubmed.ncbi.nlm.nih.gov/25698450/
824,Exclude: Study design,2015,25675123,https://pubmed.ncbi.nlm.nih.gov/25675123/
826,Exclude: Outcome,2015,25664394,https://pubmed.ncbi.nlm.nih.gov/25664394/
829,Exclude: Publication,2015,25646357,https://pubmed.ncbi.nlm.nih.gov/25646357/
830,Exclude: Outcome,2015,25638248,https://pubmed.ncbi.nlm.nih.gov/25638248/
834,Exclude: Study design,2015,25616430,https://pubmed.ncbi.nlm.nih.gov/25616430/
835,Exclude: Outcome,2015,25611228,https://pubmed.ncbi.nlm.nih.gov/25611228/
849,Exclude: Outcome,2015,25557266,https://pubmed.ncbi.nlm.nih.gov/25557266/
856,Exclude: Publication,2015,25516635,https://pubmed.ncbi.nlm.nih.gov/25516635/
867,Exclude: Intervention,2015,25457497,https://pubmed.ncbi.nlm.nih.gov/25457497/
870,Exclude: Study design,2015,25452452,https://pubmed.ncbi.nlm.nih.gov/25452452/
872,Exclude: Study design,2015,25439612,https://pubmed.ncbi.nlm.nih.gov/25439612/
883,Exclude: Intervention,2014,25349302,https://pubmed.ncbi.nlm.nih.gov/25349302/
886,Exclude: Study design,2014,25342504,https://pubmed.ncbi.nlm.nih.gov/25342504/
888,Exclude: Publication,2015,25332420,https://pubmed.ncbi.nlm.nih.gov/25332420/
890,Exclude: Intervention,2014,25304851,https://pubmed.ncbi.nlm.nih.gov/25304851/
891,Exclude: Outcome,2015,25301758,https://pubmed.ncbi.nlm.nih.gov/25301758/
897,Exclude: Publication,2014,25273077,https://pubmed.ncbi.nlm.nih.gov/25273077/
898,Exclude: Publication,2015,25269383,https://pubmed.ncbi.nlm.nih.gov/25269383/
900,Exclude: Publication,2014,25239521,https://pubmed.ncbi.nlm.nih.gov/25239521/
904,Exclude: Study design,2015,25195590,https://pubmed.ncbi.nlm.nih.gov/25195590/
908,Exclude: Intervention,2015,25163397,https://pubmed.ncbi.nlm.nih.gov/25163397/
912,Exclude: Study design,2014,25096168,https://pubmed.ncbi.nlm.nih.gov/25096168/
914,Exclude: Study design,2014,25082565,https://pubmed.ncbi.nlm.nih.gov/25082565/
915,Exclude: Outcome,2014,25069747,https://pubmed.ncbi.nlm.nih.gov/25069747/
922,Exclude: Not in English,2014,24997825,https://pubmed.ncbi.nlm.nih.gov/24997825/
926,Exclude: Outcome,2014,24981311,https://pubmed.ncbi.nlm.nih.gov/24981311/
928,Exclude: Publication,2014,24973959,https://pubmed.ncbi.nlm.nih.gov/24973959/
929,Exclude: Outcome,2015,24968970,https://pubmed.ncbi.nlm.nih.gov/24968970/
939,Exclude: Study design,2014,24894652,https://pubmed.ncbi.nlm.nih.gov/24894652/
941,Exclude: Intervention,2014,24888818,https://pubmed.ncbi.nlm.nih.gov/24888818/
945,Exclude: Study design,2014,24852116,https://pubmed.ncbi.nlm.nih.gov/24852116/
950,Exclude: Intervention,2013,24821009,https://pubmed.ncbi.nlm.nih.gov/24821009/
962,Exclude: Intervention,2014,24703531,https://pubmed.ncbi.nlm.nih.gov/24703531/
963,Exclude: Not in English,2014,24698672,https://pubmed.ncbi.nlm.nih.gov/24698672/
964,Exclude: Outcome,2014,24692735,https://pubmed.ncbi.nlm.nih.gov/24692735/
969,Exclude: Outcome,2014,24671507,https://pubmed.ncbi.nlm.nih.gov/24671507/
1002,Exclude: Intervention,2014,24384495,https://pubmed.ncbi.nlm.nih.gov/24384495/
1020,Exclude: Publication,2014,24246407,https://pubmed.ncbi.nlm.nih.gov/24246407/
1021,Exclude: Outcome,2013,24244261,https://pubmed.ncbi.nlm.nih.gov/24244261/
1040,Exclude: Outcome,2013,24063860,https://pubmed.ncbi.nlm.nih.gov/24063860/
1044,Exclude: Outcome,2013,24014884,https://pubmed.ncbi.nlm.nih.gov/24014884/
1048,Exclude: Outcome,2013,23989947,https://pubmed.ncbi.nlm.nih.gov/23989947/
1060,Exclude: Outcome,2013,23860520,https://pubmed.ncbi.nlm.nih.gov/23860520/
1067,Exclude: Outcome,2013,23817692,https://pubmed.ncbi.nlm.nih.gov/23817692/
1088,Exclude: Study design,2013,23635560,https://pubmed.ncbi.nlm.nih.gov/23635560/
1096,Exclude: Study design,2013,23576138,https://pubmed.ncbi.nlm.nih.gov/23576138/
1099,Exclude: Study design,2013,23559149,https://pubmed.ncbi.nlm.nih.gov/23559149/
1100,Exclude: Study design,2013,23546172,https://pubmed.ncbi.nlm.nih.gov/23546172/
1101,Exclude: Study design,2013,23545279,https://pubmed.ncbi.nlm.nih.gov/23545279/
1104,Exclude: Intervention,2013,23475103,https://pubmed.ncbi.nlm.nih.gov/23475103/
1108,Exclude: Outcome,2013,23419284,https://pubmed.ncbi.nlm.nih.gov/23419284/
1110,Exclude: Intervention,2012,23406994,https://pubmed.ncbi.nlm.nih.gov/23406994/
1113,Exclude: Intervention,2013,23396206,https://pubmed.ncbi.nlm.nih.gov/23396206/
1118,Exclude: Study design,2013,23352604,https://pubmed.ncbi.nlm.nih.gov/23352604/
1119,Exclude: Study design,2013,23332288,https://pubmed.ncbi.nlm.nih.gov/23332288/
1121,Exclude: Outcome,2013,23325582,https://pubmed.ncbi.nlm.nih.gov/23325582/
1123,Exclude: Study design,2013,23299530,https://pubmed.ncbi.nlm.nih.gov/23299530/
1126,Exclude: Intervention,2013,23293111,https://pubmed.ncbi.nlm.nih.gov/23293111/
1129,Exclude: Outcome,2013,23281263,https://pubmed.ncbi.nlm.nih.gov/23281263/
1152,Exclude: Study design,2013,22964169,https://pubmed.ncbi.nlm.nih.gov/22964169/
1159,Exclude: Intervention,2013,22892060,https://pubmed.ncbi.nlm.nih.gov/22892060/
1162,Exclude: Study design,2012,22855138,https://pubmed.ncbi.nlm.nih.gov/22855138/
1164,Exclude: Publication,2012,22849580,https://pubmed.ncbi.nlm.nih.gov/22849580/
1166,Exclude: Publication,2012,22824079,https://pubmed.ncbi.nlm.nih.gov/22824079/
1167,Exclude: Outcome,2012,22810591,https://pubmed.ncbi.nlm.nih.gov/22810591/
1173,Exclude: Outcome,2012,22759880,https://pubmed.ncbi.nlm.nih.gov/22759880/
1179,Exclude: Outcome,2012,22728026,https://pubmed.ncbi.nlm.nih.gov/22728026/
1188,Exclude: Study design,2012,22640829,https://pubmed.ncbi.nlm.nih.gov/22640829/
1199,Exclude: Outcome,2012,22541893,https://pubmed.ncbi.nlm.nih.gov/22541893/
1202,Exclude: Outcome,2012,22526159,https://pubmed.ncbi.nlm.nih.gov/22526159/
1219,Exclude: Outcome,2012,22353807,https://pubmed.ncbi.nlm.nih.gov/22353807/
1222,Exclude: Outcome,2012,22315155,https://pubmed.ncbi.nlm.nih.gov/22315155/
1240,Exclude: Publication,2012,22167662,https://pubmed.ncbi.nlm.nih.gov/22167662/
1259,Exclude: Outcome,2011,21975350,https://pubmed.ncbi.nlm.nih.gov/21975350/
1261,Exclude: Patient,2012,21948942,https://pubmed.ncbi.nlm.nih.gov/21948942/
1271,Exclude: Publication,2011,21861888,https://pubmed.ncbi.nlm.nih.gov/21861888/
1272,Exclude: Outcome,2011,21861128,https://pubmed.ncbi.nlm.nih.gov/21861128/
1277,Exclude: Not available,2011,21797111,https://pubmed.ncbi.nlm.nih.gov/21797111/
1280,Exclude: Outcome,2011,21744082,https://pubmed.ncbi.nlm.nih.gov/21744082/
1282,Exclude: Outcome,2011,21741829,https://pubmed.ncbi.nlm.nih.gov/21741829/
1283,Exclude: Outcome,2012,21739158,https://pubmed.ncbi.nlm.nih.gov/21739158/
1291,Exclude: Study design,2011,21670455,https://pubmed.ncbi.nlm.nih.gov/21670455/
1312,Exclude: Study design,2011,21514147,https://pubmed.ncbi.nlm.nih.gov/21514147/
1315,Exclude: Outcome,2011,21483004,https://pubmed.ncbi.nlm.nih.gov/21483004/
1321,Exclude: Study design,2012,21424698,https://pubmed.ncbi.nlm.nih.gov/21424698/
1325,Exclude: Outcome,2011,21409383,https://pubmed.ncbi.nlm.nih.gov/21409383/
1330,Exclude: Study design,2010,21358208,https://pubmed.ncbi.nlm.nih.gov/21358208/
1331,Exclude: Study design,2010,21358207,https://pubmed.ncbi.nlm.nih.gov/21358207/
1337,Exclude: Intervention,2011,21285990,https://pubmed.ncbi.nlm.nih.gov/21285990/
1339,Exclude: Study design,2011,21282542,https://pubmed.ncbi.nlm.nih.gov/21282542/
1343,Exclude: Intervention,2011,21251813,https://pubmed.ncbi.nlm.nih.gov/21251813/
1351,Exclude: Study design,2010,21147867,https://pubmed.ncbi.nlm.nih.gov/21147867/
1360,Exclude: Study design,2011,21078826,https://pubmed.ncbi.nlm.nih.gov/21078826/
1361,Exclude: Study design,2010,21071270,https://pubmed.ncbi.nlm.nih.gov/21071270/
1362,Exclude: Publication,2011,21068025,https://pubmed.ncbi.nlm.nih.gov/21068025/
1369,Exclude: Outcome,2010,20952020,https://pubmed.ncbi.nlm.nih.gov/20952020/
1375,Exclude: Outcome,2010,20888993,https://pubmed.ncbi.nlm.nih.gov/20888993/
1379,Exclude: Patient,2010,20879881,https://pubmed.ncbi.nlm.nih.gov/20879881/
1381,Exclude: Not available,2010,20864916,https://pubmed.ncbi.nlm.nih.gov/20864916/
1386,Exclude: Patient,2012,20842406,https://pubmed.ncbi.nlm.nih.gov/20842406/
1387,Exclude: Study design,2010,20837952,https://pubmed.ncbi.nlm.nih.gov/20837952/
1388,Exclude: Publication,2010,20837462,https://pubmed.ncbi.nlm.nih.gov/20837462/
1389,Exclude: Outcome,2010,20837359,https://pubmed.ncbi.nlm.nih.gov/20837359/
1392,Exclude: Study design,2010,20727460,https://pubmed.ncbi.nlm.nih.gov/20727460/
1396,Exclude: Outcome,2010,20736298,https://pubmed.ncbi.nlm.nih.gov/20736298/
1407,Exclude: Outcome,2010,20680680,https://pubmed.ncbi.nlm.nih.gov/20680680/
1408,Exclude: Outcome,2010,20679619,https://pubmed.ncbi.nlm.nih.gov/20679619/
1412,Exclude: Outcome,2010,20647477,https://pubmed.ncbi.nlm.nih.gov/20647477/
1414,Exclude: Publication,2010,20630899,https://pubmed.ncbi.nlm.nih.gov/20630899/
1416,Exclude: Outcome,2010,20606094,https://pubmed.ncbi.nlm.nih.gov/20606094/
1420,Exclude: Patient,2010,20582466,https://pubmed.ncbi.nlm.nih.gov/20582466/
1424,Exclude: Intervention,2010,20530973,https://pubmed.ncbi.nlm.nih.gov/20530973/
1427,Exclude: Study design,2010,20525992,https://pubmed.ncbi.nlm.nih.gov/20525992/
1429,Exclude: Intervention,2010,20519679,https://pubmed.ncbi.nlm.nih.gov/20519679/
1433,Exclude: Outcome,2010,20497961,https://pubmed.ncbi.nlm.nih.gov/20497961/
1434,Exclude: Intervention,2010,20483152,https://pubmed.ncbi.nlm.nih.gov/20483152/
1435,Exclude: Patient,2010,20473913,https://pubmed.ncbi.nlm.nih.gov/20473913/
1437,Exclude: Outcome,2010,20461090,https://pubmed.ncbi.nlm.nih.gov/20461090/
1439,Exclude: Study design,2011,20458210,https://pubmed.ncbi.nlm.nih.gov/20458210/
1440,Exclude: Outcome,2010,20454927,https://pubmed.ncbi.nlm.nih.gov/20454927/
1441,Exclude: Study design,2010,20453635,https://pubmed.ncbi.nlm.nih.gov/20453635/
1442,Exclude: Study design,2010,20439345,https://pubmed.ncbi.nlm.nih.gov/20439345/
1445,Exclude: Study design,2010,20368558,https://pubmed.ncbi.nlm.nih.gov/20368558/
1447,Exclude: Study design,2010,20354522,https://pubmed.ncbi.nlm.nih.gov/20354522/
1449,Exclude: Study design,2010,20351325,https://pubmed.ncbi.nlm.nih.gov/20351325/
1451,Exclude: Study design,2011,20336348,https://pubmed.ncbi.nlm.nih.gov/20336348/
1452,Exclude: Study design,2010,20335368,https://pubmed.ncbi.nlm.nih.gov/20335368/
1457,Exclude: Study design,2010,20178647,https://pubmed.ncbi.nlm.nih.gov/20178647/
1469,Exclude: Study design,2010,20100959,https://pubmed.ncbi.nlm.nih.gov/20100959/
1472,Exclude: Study design,2010,20068567,https://pubmed.ncbi.nlm.nih.gov/20068567/
1481,Exclude: Intervention,2010,20008644,https://pubmed.ncbi.nlm.nih.gov/20008644/
1482,Exclude: Study design,2010,19917571,https://pubmed.ncbi.nlm.nih.gov/19917571/
1483,Exclude: Study design,2010,19910076,https://pubmed.ncbi.nlm.nih.gov/19910076/
1484,Exclude: Study design,2010,19906761,https://pubmed.ncbi.nlm.nih.gov/19906761/
1485,Exclude: Study design,2010,19841330,https://pubmed.ncbi.nlm.nih.gov/19841330/
1486,Exclude: Study design,2010,19833819,https://pubmed.ncbi.nlm.nih.gov/19833819/
1488,Exclude: Study design,2010,19815651,https://pubmed.ncbi.nlm.nih.gov/19815651/
1489,Exclude: Study design,2010,19779715,https://pubmed.ncbi.nlm.nih.gov/19779715/
1492,Exclude: Study design,2011,19714296,https://pubmed.ncbi.nlm.nih.gov/19714296/
1493,Exclude: Study design,2010,19713248,https://pubmed.ncbi.nlm.nih.gov/19713248/
1495,Exclude: Study design,2010,19651523,https://pubmed.ncbi.nlm.nih.gov/19651523/
1500,Exclude: Intervention,2010,19575284,https://pubmed.ncbi.nlm.nih.gov/19575284/
1505,Exclude: Patient,2010,19238327,https://pubmed.ncbi.nlm.nih.gov/19238327/
1507,Exclude: Outcome,2016,27155740,https://pubmed.ncbi.nlm.nih.gov/27155740/
1512,Exclude: Study design,2018,29151359,https://pubmed.ncbi.nlm.nih.gov/29151359/
1516,Exclude: Study design,2020,32067679,https://pubmed.ncbi.nlm.nih.gov/32067679/
1517,Exclude: Study design,2013,23918947,https://pubmed.ncbi.nlm.nih.gov/23918947/